,entry,name
1401,A peculiar POKéMON species with three heads. It vigorously races across grassy plains even in arid seasons with little rainfall.,dodrio
1402,"An odd species that is rarely found. The three heads respectively represent joy, sadness, and anger.",dodrio
1403,"Uses its three brains to execute complex plans. While two heads sleep, one head is said to stay awake.",dodrio
1404,"When DODUO evolves into this odd breed, one of its heads splits into two. It runs at nearly 40 mph.",dodrio
1405,"It collects data and plans three times as wisely, but it may think too much and fall into a state of immobility.",dodrio
1406,"When Doduo evolves into this odd breed, one of its heads splits into two. It runs at nearly 40 mph.",dodrio
1407,Watch out if Dodrio’s three heads are looking in three separate directions. It’s a sure sign that it is on its guard. Don’t go near this Pokémon if it’s being wary—it may decide to peck you.,dodrio
1408,One of Doduo’s two heads splits to form a unique species. It runs close to 40 mph in prairies.,dodrio
1409,"When Doduo evolves into this odd breed, one of its heads splits into two. This Pokémon runs at nearly 40 mph.",dodrio
1410,The protruding horn on its head is very hard. It is used for bashing through thick ice.,seel
1411,Loves freezing cold conditions. Relishes swimming in a frigid climate of around 14F degrees.,seel
1412,"Although it can’t walk well on land, it is a graceful swimmer. It especially loves being in frigid seas.",seel
1413,"In daytime, it is often found asleep on the seabed in shallow waters. Its nostrils close while it swims.",seel
1414,The light blue fur that covers it keeps it protected against the cold. It loves iceberg-filled oceans.,seel
1415,"it hunts for prey in the frigid sea underneath sheets of ice. When it needs to breathe, it punches a hole through the ice with the sharply protruding section of its head.",seel
1416,"it hunt for prey in frigid, ice-covered seas. When it needs to breathe, it punches a hole through the ice with the sharply protruding section of its head.",seel
1417,"Covered with light blue fur, its hide is thick and tough. It is active in bitter cold of minus 40 degrees Fahrenheit.",seel
1418,The protruding horn on its head is very hard. It is used for bashing through thick icebergs.,seel
1419,A Pokémon that lives on icebergs. It swims in the sea using the point on its head to break up ice.,seel
1420,"The colder it gets, the better it feels. It joyfully swims around oceans so cold that they are filled with floating ice.",seel
1421,"Covered with light blue fur, its hide is thick and tough. It is active in bitter cold of -40 degrees Fahrenheit.",seel
1422,It has always been supposed that it live only in cold seas. Their having shown up in Alola is a mystery.,seel
1423,"Thanks to its thick fat, cold seas don’t bother it at all, but it gets tired pretty easily in warm waters.",seel
1424,Loves freezing-cold conditions. Relishes swimming in a frigid climate of around 14 degrees Fahrenheit.,seel
1425,This Pokémon lives on icebergs. It uses the sharp point on its head to break up ice as it swims in the sea.,seel
1426,Stores thermal energy in its body. Swims at a steady 8 knots even in intensely cold waters.,dewgong
1427,"Its entire body is a snowy-white. Unharmed by even intense cold, it swims powerfully in icy waters.",dewgong
1428,"Its streamlined body has little drag in water. The colder the temperature, the friskier it gets.",dewgong
1429,It loves frigid seas with ice floes. It uses its long tail to change swimming direction quickly.,dewgong
1430,"It sleeps under shallow ocean waters during the day, then looks for food at night when it’s cold.",dewgong
1431,it loves to snooze on bitterly cold ice. The sight of this POKéMON sleeping on a glacier was mistakenly thought to be a mermaid by a mariner long ago.,dewgong
1432,It loves to snooze on bitterly cold ice. The sight of this POKéMON sleeping on a glacier was mistakenly thought to be a mermaid by a mariner long ago.,dewgong
1433,"Its body is covered with a pure white fur. The colder the weather, the more active it becomes.",dewgong
1434,It stores thermal energy in the body. It swims at a steady eight knots even in intensely cold waters.,dewgong
1435,"In snow, the pure white coat covering its body obscures it from predators.",dewgong
1436,"Its streamlined body has low resistance, and it swims around cold oceans at a speed of eight knots.",dewgong
1437,it loves to snooze on bitterly cold ice. The sight of this Pokémon sleeping on a glacier was mistakenly thought to be a mermaid by a mariner long ago.,dewgong
1438,"It swims through the ocean at a speed of eight knots, searching for Pokémon that will become its prey. It’s especially fond of Wishiwashi.",dewgong
1439,It sunbathes on the beach after meals. The rise in its body temperature helps its digestion.,dewgong
1440,"Its entire body is a snowy white. Unharmed by even intense cold, it swims powerfully in icy waters.",dewgong
1441,Appears in filthy areas. Thrives by sucking up polluted sludge that is pumped out of factories.,grimer
1442,Made of hardened sludge. It smells too putrid to touch. Even weeds won’t grow in its path.,grimer
1443,"As it moves, it loses bits of its body from which new it emerge. This worsens the stench around it.",grimer
1444,"Wherever it has passed, so many germs are left behind that no plants will ever grow again.",grimer
1445,"When two of these POKéMON’s bodies are combined together, new poisons are created.",grimer
1446,"GRIMER’s sludgy and rubbery body can be forced through any opening, however small it may be. This POKéMON enters sewer pipes to drink filthy wastewater.",grimer
1447,it emerged from the sludge that settled on a polluted seabed. This POKéMON loves anything filthy. It constantly leaks a horribly germ-infested fluid from all over its body.,grimer
1448,"Born from polluted sludge in the sea, GRIMER’s favorite food is anything filthy. They feed on wastewater pumped out from factories.",grimer
1449,Sludge exposed to,grimer
1450,Appears in filthy areas. It thrives by sucking up polluted sludge that is pumped out of factories.,grimer
1451,It was born when sludge in a dirty stream was exposed to the moon’s X-rays. It appears among filth.,grimer
1452,"As it moves, it loses bits of its body, from which new it emerge. This worsens the stench around it.",grimer
1453,"Born from sludge, these Pokémon now gather in polluted places and increase the bacteria in their bodies.",grimer
1454,Sludge exposed to X-rays from the moon transformed into Grimer. It loves feeding on filthy things.,grimer
1455,Its main source of food is the slimy industrial waste of factories. This Pokémon’s numbers have been decreasing in recent years.,grimer
1456,"It was born from sludge transformed by exposure to X-rays from the moon. When its internal load of germs decreases, it dies.",grimer
1457,"It was born from sludge on the ocean floor. In a sterile environment, the germs within its body can’t multiply, and it dies.",grimer
1458,"Grimer’s sludgy and rubbery body can be forced through any opening, however small it may be. This Pokémon enters sewer pipes to drink filthy wastewater.",grimer
1459,"The wastewater coming from factories is clean these days, so it have nothing to eat. They’re said to be on the verge of extinction.",grimer
1460,Made of congealed sludge. It smells too putrid to touch. Even weeds won’t grow in its path.,grimer
1461,"Thickly covered with a filthy, vile sludge. It is so toxic, even its footprints contain poison.",muk
1462,"Smells so awful, it can cause fainting. Through degeneration, it lost its sense of smell.",muk
1463,"They love to gather in smelly areas where sludge accumulates, making the stench around them worse.",muk
1464,Its body is made of a powerful poison. Touching it accidentally will cause a fever that requires bed rest.,muk
1465,"As it moves, a very strong poison leaks from it, making the ground there barren for three years.",muk
1466,From MUK’s body seeps a foul fluid that gives off a nose-bendingly horrible stench. Just one drop of this POKéMON’s body fluid can turn a pool stagnant and rancid.,muk
1467,"This POKéMON’s favorite food is anything that is repugnantly filthy. In dirty towns where people think nothing of throwing away litter on the streets, it are certain to gather.",muk
1468,"It prefers warm and humid habitats. In the summertime, the toxic substances in its body intensify, making it reek like putrid kitchen garbage.",muk
1469,It is usually undetectable because it blends in with the ground. Touching it can cause terrible poisoning.,muk
1470,A toxic fluid seeps from its body. The fluid instantly kills plants and trees on contact.,muk
1471,"It’s so stinky! Muk’s body contains toxic elements, and any plant will wilt when it passes by.",muk
1472,"The stench it gives off will make your nose scrunch up. Still, there are it fans who think that’s a good thing.",muk
1473,"After recent environmental improvements, this Pokémon is now hardly seen at all. People speculate that it may go extinct at some point.",muk
1474,"Their food sources have decreased, and their numbers have declined sharply. Sludge ponds are being built to prevent their extinction.",muk
1475,From Muk’s body seeps a foul fluid that gives off a nose-bendingly horrible stench. Just one drop of this Pokémon’s body fluid can turn a pool stagnant and rancid.,muk
1476,"Because they scatter germs everywhere, they’ve long been targeted for extermination, leading to a steep decline in their population.",muk
1477,"Smells so awful, it can cause fainting. Through degeneration of its nose, it lost its sense of smell.",muk
1478,A toxic fluid seeps from its body. The fluid kills plants and trees immediately upon contact.,muk
1479,Its hard shell repels any kind of attack. It is vulnerable only when its shell is open.,shellder
1480,"The shell can withstand any attack. However, when it is open, the tender body is exposed.",shellder
1481,It swims facing backward by opening and closing its two-piece shell. It is surprisingly fast.,shellder
1482,Grains of sand trapped in its shells mix with its body fluids to form beautiful pearls.,shellder
1483,"Clamping on to an opponent reveals its vulnerable parts, so it uses this move only as a last resort.",shellder
1484,"At night, this POKéMON uses its broad tongue to burrow a hole in the seafloor sand and then sleep in it. While it is sleeping, it closes its shell, but leaves its tongue hanging out.",shellder
1485,"At night, it burrows a hole in the seafloor with its broad tongue to make a place to sleep. While asleep, it closes its shell, but leaves its tongue hanging out.",shellder
1486,"It is encased in a shell that is harder than diamond. Inside, however, it is surprisingly tender.",shellder
1487,It swims backward by opening and closing its two shells. Its large tongue is always kept hanging out.,shellder
1488,"The hardness of its shell surpasses the hardness of a diamond. In days gone by, people used the shells to make shields.",shellder
1489,This Pokémon’s tongue is always hanging out. It uses its tongue with great dexterity to dig up sand from the seabed in its search for food.,shellder
1490,"The sand that accumulates inside its shell eventually becomes a pearl. But the pearl gets in the way, so it spits it out and discards it.",shellder
1491,"At night, this Pokémon uses its broad tongue to burrow a hole in the seafloor sand and then sleep in it. While it is sleeping, it closes its shell, but leaves its tongue hanging out.",shellder
1492,"Even when its shell is closed, its tongue still hangs out. If you give its tongue a good yank, the shock will cause it to open its shell.",shellder
1493,"When attacked, it launches its horns in quick volleys. Its innards have never been seen.",cloyster
1494,"For protection, it uses its harder-than-diamonds shell. It also shoots spikes from the shell.",cloyster
1495,"Once it slams its shell shut, it is impossible to open, even by those with superior strength.",cloyster
1496,"it that live in seas with harsh tidal currents grow large, sharp spikes on their shells.",cloyster
1497,Even a missile can’t break the spikes it uses to stab opponents. They’re even harder than its shell.,cloyster
1498,"it is capable of swimming in the sea. It does so by swallowing water, then jetting it out toward the rear. This POKéMON shoots spikes from its shell using the same system.",cloyster
1499,"It swims in the sea by swallowing water, then jetting it out toward the rear. The it shoots spikes from its shell using the same system.",cloyster
1500,"Its shell is extremely hard. It cannot be shattered, even with a bomb. The shell opens only when it is attacking.",cloyster
1501,It fights by keeping its shell tightly shut for protection and by shooting spikes to repel foes.,cloyster
1502,Its hard shell cannot be shattered—not even by a bomb. The contents of the shell remain unknown.,cloyster
1503,Excavation of the tombs of ancient hunting tribes has turned up many spears tipped with spikes that had fallen off this Pokémon’s shell.,cloyster
1504,"If areas of Cloyster’s very hard shell get damaged, those areas swell, gradually growing into large sharp spikes.",cloyster
1505,"it is capable of swimming in the sea. It does so by swallowing water, then jetting it out toward the rear. This Pokémon shoots spikes from its shell using the same system.",cloyster
1506,Slowpoke tails are its favorite food. It has even been known to come up on land to look for Slowpoke from time to time.,cloyster
1507,"Almost invisible, this gaseous POKéMON cloaks the target and puts it to sleep without notice.",gastly
1508,"Said to appear in decrepit, deserted buildings. It has no real shape as it appears to be made of a gas.",gastly
1509,"With its gas-like body, it can sneak into any place it desires. However, it can be blown away by wind.",gastly
1510,Its thin body is made of gas. It can envelop an opponent of any size and cause suffocation.,gastly
1511,"It wraps its opponent in its gas-like body, slowly weakening its prey by poisoning it through the skin.",gastly
1512,"it is largely composed of gaseous matter. When exposed to a strong wind, the gaseous body quickly dwindles away. Groups of this POKéMON cluster under the eaves of houses to escape the ravages of wind.",gastly
1513,"When exposed to a strong wind, a GASTLY’s gaseous body quickly dwindles away. They cluster under the eaves of houses to escape the ravages of wind.",gastly
1514,A being that exists as a thin gas. It can topple an Indian elephant by enveloping the prey in two seconds.,gastly
1515,"This Pokémon’s body is 95% made up of gases, which are blown away by strong gusts of wind.",gastly
1516,A Pokémon born from poison gases. It defeats even the largest foes by enveloping them in gas.,gastly
1517,"Born from gases, anyone would faint if engulfed by its gaseous body, which contains poison.",gastly
1518,"Its body is made of gas. Despite lacking substance, it can envelop an opponent of any size and cause suffocation.",gastly
1519,"Should a strange light be seen flickering in an abandoned building, it is lurking there.",gastly
1520,"Although it is barely visible, when it’s near, a faint sweet smell lingers.",gastly
1521,It’s said that gas emanating from a graveyard was possessed by the grievances of the deceased and thus became a Pokémon.,gastly
1522,"it is largely composed of gaseous matter. When exposed to a strong wind, the gaseous body quickly dwindles away. Groups of this Pokémon cluster under the eaves of houses to escape the ravages of wind.",gastly
1523,Poisonous gas comprises 95% of its body. It’s said that the remaining 5% is made up of the souls of those who died from the gas.,gastly
1524,"Said to appear in decrepit, deserted buildings. It has no real shape, as it appears to be made of a gas.",gastly
1525,This Pokémon’s body is 95 percent made up of gases. The Pokémon can be blown away by strong gusts of wind.,gastly
1526,It’s a Pokémon born from poison gases. It defeats even the largest foes by enveloping them in gas.,gastly
1527,"Because of its ability to slip through block walls, it is said to be from another dimension.",haunter
1528,"By licking, it saps the victim’s life. It causes shaking that won’t stop until the victim’s demise.",haunter
1529,"In total darkness, where nothing is visible, it lurks, silently stalking its next victim.",haunter
1530,"Its tongue is made of gas. If licked, its victim starts shaking constantly until death eventually comes.",haunter
1531,"It hides in the dark, planning to take the life of the next living thing that wanders close by.",haunter
1532,"it is a dangerous POKéMON. If one beckons you while floating in darkness, you must never approach it. This POKéMON will try to lick you with its tongue and steal your life away.",haunter
1533,"If a it beckons you while it is floating in darkness, don’t approach it. This POKéMON will try to lick you with its tongue and steal your life away.",haunter
1534,"If you get the feeling of being watched in darkness when nobody is around, it is there.",haunter
1535,It can slip through any obstacle. It lurks inside walls to keep an eye on its foes.,haunter
1536,It licks with its gaseous tongue to steal the victim’s life force. It lurks in darkness for prey.,haunter
1537,It likes to lurk in the dark and tap shoulders with a gaseous hand. Its touch causes endless shuddering.,haunter
1538,It strikes at humans from total darkness. Those licked by its cold tongue grow weaker with each passing day until they die.,haunter
1539,It fears the light and revels in the dark. It may be on the verge of extinction in cities that stay brightly lit at night.,haunter
1540,"On moonless nights, it searches for someone to curse, so it’s best not to go out walking around.",haunter
1541,"it is a dangerous Pokémon. If one beckons you while floating in darkness, you must never approach it. This Pokémon will try to lick you with its tongue and steal your life away.",haunter
1542,"It’s dangerous to go outside alone on nights when you’re feeling sad. it will catch you, and you won’t be able to go back home.",haunter
1543,"It licks with its gaseous tongue to steal its victim’s life-force. It lurks in darkness, waiting for prey.",haunter
1544,"Under a full moon, this POKéMON likes to mimic the shadows of people and laugh at their fright.",gengar
1545,A it is close by if you feel a sudden chill. It may be trying to lay a curse on you.,gengar
1546,"It steals heat from its surroundings. If you feel a sudden chill, it is certain that a it appeared.",gengar
1547,"To steal the life of its target, it slips into the prey’s shadow and silently waits for an opportunity.",gengar
1548,"Hiding in people’s shadows at night, it absorbs their heat. The chill it causes makes the victims shake.",gengar
1549,"Sometimes, on a dark night, your shadow thrown by a streetlight will suddenly and startlingly overtake you. It is actually a it running past you, pretending to be your shadow.",gengar
1550,"Deep in the night, your shadow cast by a streetlight may suddenly overtake you. It is actually a it running past you, pretending to be your shadow.",gengar
1551,It is said to emerge from darkness to steal the lives of those who become lost in mountains.,gengar
1552,"On the night of a full moon, if shadows move on their own and laugh, it must be GENGAR’s doing.",gengar
1553,"It hides in shadows. It is said that if it is hiding, it cools the area by nearly 10 degrees F.",gengar
1554,"Lurking in the shadowy corners of rooms, it awaits chances to steal its prey’s life force.",gengar
1555,The leer that floats in darkness belongs to a it delighting in casting curses on people.,gengar
1556,"It hides in shadows. It is said that if it is hiding, it cools the area by nearly 10 degrees Fahrenheit.",gengar
1557,"Should you feel yourself attacked by a sudden chill, it is evidence of an approaching Gengar. There is no escaping it. Give up.",gengar
1558,"It apparently wishes for a traveling companion. Since it was once human itself, it tries to create one by taking the lives of other humans.",gengar
1559,You can hear tales told all over the world about how it will pay a visit to children who are naughty.,gengar
1560,Even your home isn’t safe. it will lurk in whatever dark corner of a room it can find and wait for its chance to catch its prey.,gengar
1561,"On the night of a full moon, if shadows move on their own and laugh, it must be Gengar’s doing.",gengar
1562,"It hides in shadows. It is said that in rooms where it is hiding, the temperature drops by nearly 10 degrees Fahrenheit.",gengar
1563,"Lurking in the shadowy corners of rooms, it awaits chances to steal its prey’s life-force.",gengar
1564,"As it grows, the stone portions of its body harden to become similar to a diamond, but colored black.",onix
1565,Burrows at high speed in search of food. The tunnels it leaves are used as homes by DIGLETTs.,onix
1566,It twists and squirms through the ground. The thunderous roar of its tunneling echoes a long way.,onix
1567,"It rapidly bores through the ground at 50 mph by squirming and twisting its massive, rugged body.",onix
1568,"As it digs through the ground, it absorbs many hard objects. This is what makes its body so solid.",onix
1569,"it has a magnet in its brain. It acts as a compass so that this POKéMON does not lose direction while it is tunneling. As it grows older, its body becomes increasingly rounder and smoother.",onix
1570,"There is a magnet in its brain that prevents an it from losing direction while tunneling. As it grows older, its body becomes steadily rounder and smoother.",onix
1571,It usually lives underground. It searches for food while boring its way through the ground at 50 miles per hour.,onix
1572,"As it grows, the stone portions of its body harden to become similar to black-colored diamonds.",onix
1573,"When it travels underground, it causes rumbling and tremors. It can move at 50 mph.",onix
1574,It squirms through the ground using its long and rugged body. It always eats while burrowing.,onix
1575,It burrows through the ground at a speed of 50 mph while feeding on large boulders.,onix
1576,"Opening its large mouth, it ingests massive amounts of soil and creates long tunnels.",onix
1577,Burrows at high speed in search of food. The tunnels it leaves are used as homes by Diglett.,onix
1578,"it has a magnet in its brain. It acts as a compass so that this Pokémon does not lose direction while it is tunneling. As it grows older, its body becomes increasingly rounder and smoother.",onix
1579,Puts enemies to sleep then eats their dreams. Occasionally gets sick from eating bad dreams.,drowzee
1580,"If you sleep by it all the time, it will sometimes show you dreams it has eaten in the past.",drowzee
1581,"If you think that you had a good dream, but you can’t remember it, a it has probably eaten it.",drowzee
1582,It remembers every dream it eats. It rarely eats the dreams of adults because children’s are much tastier.,drowzee
1583,"When it twitches its nose, it can tell where someone is sleeping and what that person is dreaming about.",drowzee
1584,"If your nose becomes itchy while you are sleeping, it’s a sure sign that one of these POKéMON is standing above your pillow and trying to eat your dream through your nostrils.",drowzee
1585,"If your nose becomes itchy while you are sleeping, it’s a sure sign that a it is standing above your pillow and trying to eat your dream through your nostrils.",drowzee
1586,"A descendent of the legendary animal baku, which is said to eat dreams. It is skilled at hypnotism.",drowzee
1587,"Puts enemies to sleep, then eats their dreams. Occasionally gets sick from eating only bad dreams.",drowzee
1588,It can tell what people are dreaming by sniffing with its big nose. It loves fun dreams.,drowzee
1589,"If you think that you had a good dream but you can’t remember it, a it has probably eaten it.",drowzee
1590,"A Pokémon that nourishes itself by eating dreams, it is thought to share common ancestry with Munna and Musharna.",drowzee
1591,"It finds really fun dreams tasty. When it makes friends with people, it may show them the most delicious dreams it’s ever eaten.",drowzee
1592,"It can be spotted near recreational facilities, intending to eat the pleasant dreams of children who enjoyed themselves there that day.",drowzee
1593,"If your nose becomes itchy while you are sleeping, it’s a sure sign that one of these Pokémon is standing above your pillow and trying to eat your dream through your nostrils.",drowzee
1594,"It puts its prey to sleep and devours their dreams. It seems that bad dreams taste sour, so it doesn’t particularly like eating them.",drowzee
1595,"If you sleep by it all the time, it will sometimes show you dreams it had eaten in the past.",drowzee
1596,"When it locks eyes with an enemy, it will use a mix of PSI moves such as HYPNOSIS and CONFUSION.",hypno
1597,Avoid eye contact if you come across one. It will try to put you to sleep by using its pendulum.,hypno
1598,"When it is very hungry, it puts humans it meets to sleep, then it feasts on their dreams.",hypno
1599,"Always holding a pendulum that it rocks at a steady rhythm, it causes drowsiness in anyone nearby.",hypno
1600,"The longer it swings its pendulum, the longer the effects of its hypnosis last.",hypno
1601,"it holds a pendulum in its hand. The arcing movement and glitter of the pendulum lull the foe into a deep state of hypnosis. While this POKéMON searches for prey, it polishes the pendulum.",hypno
1602,"The arcing movement and glitter of the pendulum in a HYPNO’s hand lull the foe into deep hypnosis. While searching for prey, it polishes the pendulum.",hypno
1603,It carries a pendulum-like device. There once was an incident in which it took away a child it hypnotized.,hypno
1604,"Seeing its swinging pendulum can induce sleep in three seconds, even in someone who just woke up.",hypno
1605,"Always holding a pendulum that it swings at a steady rhythm, it causes drowsiness in anyone nearby.",hypno
1606,"While it is an extremely dangerous Pokémon, people who are in need of a good, sound sleep call it their savior.",hypno
1607,"As a matter of course, it makes anyone it meets fall asleep and has a taste of their dreams. Anyone having a good dream, it carries off.",hypno
1608,"In Alola, Komala is Hypno’s main target. It rarely harms people.",hypno
1609,"it holds a pendulum in its hand. The arcing movement and glitter of the pendulum lull the foe into a deep state of hypnosis. While this Pokémon searches for prey, it polishes the pendulum.",hypno
1610,There are some it that assist doctors with patients who can’t sleep at night in hospitals.,hypno
1611,"Its pincers are not only powerful weapons, they are used for balance when walking sideways.",krabby
1612,"Its pincers are superb weapons. They sometimes break off during battle, but they grow back fast.",krabby
1613,"If it senses danger approaching, it cloaks itself with bubbles from its mouth so it will look bigger.",krabby
1614,"The pincers break off easily. If it loses a pincer, it somehow becomes incapable of walking sideways.",krabby
1615,"If it is unable to find food, it will absorb nutrients by swallowing a mouthful of sand.",krabby
1616,"it live on beaches, burrowed inside holes dug into the sand. On sandy beaches with little in the way of food, these POKéMON can be seen squabbling with each other over territory.",krabby
1617,"it live in holes dug into beaches. On sandy shores with little in the way of food, they can be seen squabbling with each other over territory.",krabby
1618,It can be found near the sea. The large pincers grow back if they are torn out of their sockets.,krabby
1619,It lives in burrows dug on sandy beaches. Its pincers fully grow back if they are broken in battle.,krabby
1620,"it live on beaches, burrowed inside holes dug into the sand. On sandy beaches with little in the way of food, these Pokémon can be seen squabbling with each other over territory.",krabby
1621,It lives in burrows dug on sandy beaches. Its pincers fully grow back if they are lost in battle.,krabby
1622,"The large pincer has 10000 hp of crushing power. However, its huge size makes it unwieldy to use.",kingler
1623,"One claw grew massively and as hard as steel. It has 10,000-HP strength. However, it is too heavy.",kingler
1624,"It can hardly lift its massive, overgrown pincer. The pincer’s size makes it difficult to aim properly.",kingler
1625,"Its pincers grow peculiarly large. If it lifts the pincers too fast, it loses its balance and staggers.",kingler
1626,"Its oversized claw is very powerful, but when it’s not in battle, the claw just gets in the way.",kingler
1627,"it has an enormous, oversized claw. It waves this huge claw in the air to communicate with others. However, because the claw is so heavy, the POKéMON quickly tires.",kingler
1628,"It waves its huge, oversized claw in the air to communicate with others. But since the claw is so heavy, this POKéMON quickly tires.",kingler
1629,"Its large and hard pincer has 10,000-horsepower strength. However, being so big, it is unwieldy to move.",kingler
1630,"The large pincer has 10,000-horsepower crushing force. However, its huge size makes it unwieldy to use.",kingler
1631,"The larger pincer has 10,000-horsepower strength. However, it is so heavy, it is difficult to aim.",kingler
1632,"it has an enormous, oversized claw. It waves this huge claw in the air to communicate with others. However, because the claw is so heavy, the Pokémon quickly tires.",kingler
1633,"One claw grew massively and is as hard as steel. It has 10,000-horsepower strength. However, it is too heavy.",kingler
1634,"Usually found in power plants. Easily mistaken for a POKé BALL, they have zapped many people.",voltorb
1635,It is said to camouflage itself as a POKé BALL. It will self-destruct with very little stimulus.,voltorb
1636,"It rolls to move. If the ground is uneven, a sudden jolt from hitting a bump can cause it to explode.",voltorb
1637,It was discovered when POKé BALLS were introduced. It is said that there is some connection.,voltorb
1638,"During the study of this POKéMON, it was discovered that its components are not found in nature.",voltorb
1639,it was first sighted at a company that manufactures POKé BALLS. The link between that sighting and the fact that this POKéMON looks very similar to a POKé BALL remains a mystery.,voltorb
1640,it is extremely sensitive - it explodes at the slightest of shocks. It is rumored that it was first created when a POKé BALL was exposed to a powerful pulse of energy.,voltorb
1641,"It bears an uncanny and unexplained resemblance to a POKé BALL. Because it explodes at the slightest shock, even veteran TRAINERS treat it with caution.",voltorb
1642,A life-form whose identity is unknown. It is said to SCREECH or suddenly SELFDESTRUCT.,voltorb
1643,"Usually found in power plants. Easily mistaken for a POKé BALL, it has zapped many people.",voltorb
1644,It looks just like a Poké Ball. It is dangerous because it may electrocute or explode on touch.,voltorb
1645,It was discovered when Poké Balls were introduced. It is said that there is some connection.,voltorb
1646,It looks just like a Poké Ball. It is dangerous because it may electrocute or explode on contact.,voltorb
1647,"Usually found in power plants. Easily mistaken for a Poké Ball, it has zapped many people.",voltorb
1648,it was first sighted at a company that manufactures Poké Balls. The link between that sighting and the fact that this Pokémon looks very similar to a Poké Ball remains a mystery.,voltorb
1649,it is extremely sensitive—it explodes at the slightest of shocks. It is rumored that it was first created when a Poké Ball was exposed to a powerful pulse of energy.,voltorb
1650,It is said to camouflage itself as a Poké Ball. It will self-destruct with very little stimulus.,voltorb
1651,It stores electric energy under very high pressure. It often explodes with little or no provocation.,electrode
1652,Stores electrical energy inside its body. Even the slightest shock could trigger a huge explosion.,electrode
1653,"It is dangerous. If it has too much electricity and has nothing to do, it amuses itself by exploding.",electrode
1654,It stores an overflowing amount of electric energy inside its body. Even a small shock makes it explode.,electrode
1655,"The more energy it charges up, the faster it gets. But this also makes it more likely to explode.",electrode
1656,"it eats electricity in the atmosphere. On days when lightning strikes, you can see this POKéMON exploding all over the place from eating too much electricity.",electrode
1657,One of ELECTRODE’s characteristics is its attraction to electricity. It is a problematical POKéMON that congregates mostly at electrical power plants to feed on electricity that has just been generated.,electrode
1658,"They appear in great numbers at electric power plants. Because they feed on electricity, they cause massive and chaotic blackouts in nearby cities.",electrode
1659,"It explodes in response to even minor stimuli. It is feared, with the nickname of “The Bomb Ball.”",electrode
1660,It is known to drift on winds if it is bloated to bursting with stored electricity.,electrode
1661,"it eats electricity in the atmosphere. On days when lightning strikes, you can see this Pokémon exploding all over the place from eating too much electricity.",electrode
1662,One of Electrode’s characteristics is its attraction to electricity. It is a problematical Pokémon that congregates mostly at electrical power plants to feed on electricity that has just been generated.,electrode
1663,"Often mistaken for eggs. When disturbed, they quickly gather and attack in swarms.",exeggcute
1664,The heads attract each other and spin around. There must be 6 heads for it to maintain balance.,exeggcute
1665,"The shell is very durable. Even if it cracks, it can survive without spilling the contents.",exeggcute
1666,"Using telepathy only they can receive, they always form a cluster of six EXEGGCUTE.",exeggcute
1667,"If even one is separated from the group, the energy bond between the six will make them rejoin instantly.",exeggcute
1668,"This POKéMON consists of six eggs that form a closely knit cluster. The six eggs attract each other and spin around. When cracks increasingly appear on the eggs, it is close to evolution.",exeggcute
1669,"It consists of six eggs that care for each other. The eggs attract each other and spin around. When cracks increasingly appear, it is close to evolution.",exeggcute
1670,"Even though it appears to be eggs of some sort, it was discovered to be a life-form more like plant seeds.",exeggcute
1671,"It is often mistaken for eggs. When disturbed, they quickly gather and attack in swarms.",exeggcute
1672,Its six eggs converse using telepathy. They can quickly gather if they become separated.,exeggcute
1673,"Their shells are very durable. Even if they crack, they can survive without spilling their contents.",exeggcute
1674,"Using telepathy only they can employ, they always form a cluster of six EXEGGCUTE.",exeggcute
1675,Its six eggs use telepathy to communicate among themselves. It is believed to carry plant genes and the genes of other species.,exeggcute
1676,"Six of them together form a full-fledged Pokémon. It’s often hunted by Crabrawler, but uses psychokinesis to drive it off.",exeggcute
1677,"Six of them form a single Pokémon. Should one of the six be lost, the next morning there will once more be six.",exeggcute
1678,"This Pokémon consists of six eggs that form a closely knit cluster. The six eggs attract each other and spin around. When cracks increasingly appear on the eggs, it is close to evolution.",exeggcute
1679,"Although they are the same size as other Exeggcute, the ones produced in Alola are quite heavy. Their shells are packed full.",exeggcute
1680,The heads attract each other and spin around. There must be six heads for it to maintain balance.,exeggcute
1681,"Though it may look like it’s just a bunch of eggs, it’s a proper Pokémon. it communicates with others of its kind via telepathy, apparently.",exeggcute
1682,"These Pokémon get nervous when they’re not in a group of six. The minute even one member of the group goes missing, it become cowardly.",exeggcute
1683,"Legend has it that on rare occasions, one of its heads will drop off and continue on as an EXEGGCUTE.",exeggutor
1684,Its cries are very noisy. This is because each of the 3 heads thinks about whatever it likes.,exeggutor
1685,"Its three heads think independently. However, they are friendly and never appear to squabble.",exeggutor
1686,"If a head drops off, it emits a telepathic call in search of others to form an EXEGGCUTE cluster.",exeggutor
1687,Living in a good environment makes it grow lots of heads. A head that drops off becomes an EXEGGCUTE.,exeggutor
1688,"it originally came from the tropics. Its heads steadily grow larger from exposure to strong sunlight. It is said that when the heads fall off, they group together to form EXEGGCUTE.",exeggutor
1689,"Originally from the tropics, EXEGGUTOR’s heads grow larger from exposure to strong sunlight. It is said that when the heads fall, they group to form an EXEGGCUTE.",exeggutor
1690,It is called “The Walking Tropical Rainforest.” Each of the nuts has a face and a will of its own.,exeggutor
1691,"It is said that on rare occasions, one of its heads will drop off and continue on as an EXEGGCUTE.",exeggutor
